customerID,Contract,PaymentMethod,tenure,InternetService,OnlineSecurity,TechSupport,MonthlyCharges,Churn,churn_probability,predicted_churn,risk_tier
1452-XRSJV,Month-to-month,Credit card (automatic),39,DSL,Yes,No,51.05,No,0.03,No,Low
3422-WJOYD,One year,Mailed check,28,DSL,Yes,Yes,54.35,No,0.0,No,Low
8242-SOQUO,Month-to-month,Electronic check,5,Fiber optic,No,No,84.7,No,0.29,No,Low
7460-ITWWP,Month-to-month,Electronic check,45,Fiber optic,No,No,86.1,No,0.5,No,Medium
7147-AYBAA,Month-to-month,Mailed check,37,Fiber optic,No,No,70.35,No,0.14,No,Low
7868-TMWMZ,Two year,Bank transfer (automatic),60,Fiber optic,Yes,Yes,110.0,No,0.02,No,Low
4822-RVYBB,Month-to-month,Electronic check,8,Fiber optic,No,No,100.6,Yes,0.99,Yes,Critical
6732-FZUGP,One year,Credit card (automatic),47,Fiber optic,Yes,No,94.9,No,0.03,No,Low
8436-BJUMM,Month-to-month,Electronic check,26,Fiber optic,No,No,83.75,Yes,0.75,Yes,Critical
4184-TJFAN,Month-to-month,Mailed check,3,Fiber optic,Yes,Yes,88.3,Yes,0.9,Yes,Critical
8329-GWVPJ,Month-to-month,Bank transfer (automatic),50,Fiber optic,No,No,69.75,No,0.15,No,Low
1352-VHKAJ,Month-to-month,Bank transfer (automatic),27,DSL,No,Yes,71.6,No,0.03,No,Low
4145-UQXUQ,Month-to-month,Electronic check,8,Fiber optic,No,No,92.1,Yes,0.92,Yes,Critical
2632-TACXW,Two year,Bank transfer (automatic),62,No,No internet service,No internet service,23.65,No,0.0,No,Low
8146-QQKZH,Two year,Bank transfer (automatic),71,DSL,Yes,Yes,81.85,No,0.0,No,Low
1767-CJKBA,Two year,Mailed check,66,No,No internet service,No internet service,25.1,No,0.0,No,Low
6445-TNRXS,Two year,Bank transfer (automatic),68,Fiber optic,Yes,Yes,114.7,No,0.07,No,Low
4581-LNWUM,Month-to-month,Electronic check,13,DSL,No,No,49.15,No,0.57,Yes,High
4869-EPIUS,One year,Electronic check,56,Fiber optic,No,No,80.9,No,0.1,No,Low
9948-YPTDG,Month-to-month,Electronic check,38,Fiber optic,Yes,No,79.45,Yes,0.77,Yes,Critical
1236-WFCDV,Month-to-month,Credit card (automatic),14,Fiber optic,No,No,90.45,Yes,0.52,Yes,Medium
1915-OAKWD,One year,Bank transfer (automatic),16,No,No internet service,No internet service,19.3,No,0.1,No,Low
7296-PIXQY,Month-to-month,Electronic check,14,Fiber optic,No,No,70.2,No,0.15,No,Low
4883-QICIH,Month-to-month,Bank transfer (automatic),32,Fiber optic,No,No,69.75,Yes,0.77,Yes,Critical
3354-OADJP,One year,Bank transfer (automatic),8,DSL,Yes,Yes,54.25,No,0.06,No,Low
3524-WQDSG,Month-to-month,Bank transfer (automatic),43,Fiber optic,No,No,99.3,No,0.43,No,Medium
0810-DHDBD,One year,Credit card (automatic),52,DSL,Yes,Yes,74.0,No,0.01,No,Low
4026-SKKHW,Month-to-month,Mailed check,3,DSL,No,Yes,50.25,No,0.03,No,Low
2829-HYVZP,One year,Mailed check,29,No,No internet service,No internet service,19.8,No,0.0,No,Low
8329-IBCTI,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.65,Yes,0.3132380952380952,No,Medium
1271-SJBGZ,Month-to-month,Electronic check,12,DSL,No,Yes,43.65,Yes,0.69,Yes,High
3845-JHAMY,Month-to-month,Credit card (automatic),16,DSL,No,No,35.5,No,0.09,No,Low
7013-PSXHK,One year,Mailed check,40,DSL,No,Yes,80.75,No,0.04,No,Low
5669-SRAIP,Month-to-month,Electronic check,5,DSL,No,No,39.5,Yes,0.85,Yes,Critical
5981-ITEMU,Month-to-month,Bank transfer (automatic),40,Fiber optic,No,No,97.1,Yes,0.78,Yes,Critical
3486-NPGST,One year,Mailed check,36,No,No internet service,No internet service,19.55,No,0.0,No,Low
6941-PMGEP,Month-to-month,Electronic check,5,Fiber optic,No,No,80.0,Yes,0.99,Yes,Critical
1624-WOIWJ,Month-to-month,Mailed check,10,Fiber optic,Yes,No,84.7,Yes,0.81,Yes,Critical
2074-GKOWZ,Month-to-month,Bank transfer (automatic),2,Fiber optic,No,No,89.55,Yes,0.86,Yes,Critical
0376-YMCJC,Month-to-month,Electronic check,23,Fiber optic,No,Yes,90.6,Yes,0.75,Yes,Critical
6100-FJZDG,One year,Bank transfer (automatic),26,No,No internet service,No internet service,20.05,No,0.0,No,Low
4829-ZLJTK,Two year,Electronic check,72,Fiber optic,Yes,No,112.4,No,0.03,No,Low
1730-VFMWO,Month-to-month,Bank transfer (automatic),34,DSL,No,Yes,50.2,No,0.06,No,Low
7143-BQIBA,Month-to-month,Bank transfer (automatic),10,DSL,Yes,Yes,62.25,No,0.13,No,Low
3800-LYTRK,One year,Mailed check,14,DSL,Yes,Yes,55.7,No,0.0,No,Low
0634-SZPQA,Month-to-month,Bank transfer (automatic),23,Fiber optic,Yes,No,90.05,Yes,0.8,Yes,Critical
9646-NMHXE,Two year,Mailed check,47,No,No internet service,No internet service,19.65,No,0.0,No,Low
7030-NJVDP,Month-to-month,Electronic check,24,Fiber optic,Yes,Yes,89.25,No,0.15,No,Low
5536-RTPWK,Month-to-month,Bank transfer (automatic),49,Fiber optic,No,No,99.05,Yes,0.85,Yes,Critical
8883-GRDWQ,One year,Mailed check,20,DSL,Yes,Yes,54.0,No,0.01,No,Low
6166-ILMNY,Month-to-month,Bank transfer (automatic),2,Fiber optic,No,No,69.75,Yes,0.7040000000000001,Yes,High
3097-NNSPB,Month-to-month,Credit card (automatic),2,DSL,No,No,49.05,Yes,0.88,Yes,Critical
7771-ZONAT,Two year,Bank transfer (automatic),22,DSL,No,Yes,56.75,No,0.06,No,Low
0655-RBDUG,Month-to-month,Bank transfer (automatic),7,Fiber optic,No,No,98.05,Yes,0.95,Yes,Critical
2111-DWYHN,Month-to-month,Mailed check,1,No,No internet service,No internet service,21.1,No,0.22666666666666668,No,Low
4194-WHFCB,Month-to-month,Bank transfer (automatic),59,Fiber optic,No,Yes,96.65,No,0.02,No,Low
4121-AGSIN,One year,Credit card (automatic),58,No,No internet service,No internet service,24.5,No,0.0,No,Low
4361-BKAXE,Month-to-month,Bank transfer (automatic),41,Fiber optic,Yes,Yes,114.5,Yes,0.82,Yes,Critical
9845-PEEKO,Two year,Credit card (automatic),59,Fiber optic,No,No,79.2,No,0.02,No,Low
0455-XFASS,Month-to-month,Electronic check,3,Fiber optic,No,No,69.55,No,0.12,No,Low
0301-KOBTQ,Two year,Bank transfer (automatic),32,No,No internet service,No internet service,20.05,No,0.02,No,Low
1751-NCDLI,Month-to-month,Electronic check,46,Fiber optic,No,No,98.85,No,0.97,Yes,Critical
4367-NUYAO,Two year,Mailed check,0,No,No internet service,No internet service,25.75,No,0.02,No,Low
9878-TNQGW,Month-to-month,Electronic check,2,Fiber optic,No,No,80.95,Yes,0.81,Yes,Critical
9170-ARBTB,One year,Credit card (automatic),52,No,No internet service,No internet service,19.6,No,0.0,No,Low
4441-NIHPT,Month-to-month,Electronic check,13,Fiber optic,No,No,74.3,Yes,0.81,Yes,Critical
8999-BOHSE,Month-to-month,Bank transfer (automatic),11,Fiber optic,No,No,89.7,Yes,0.91,Yes,Critical
7241-AJHFS,Month-to-month,Bank transfer (automatic),32,Fiber optic,Yes,Yes,87.65,No,0.03,No,Low
7029-RPUAV,Month-to-month,Credit card (automatic),17,Fiber optic,No,No,100.45,Yes,0.55,Yes,High
4546-FOKWR,Month-to-month,Credit card (automatic),16,Fiber optic,No,No,74.75,No,0.2,No,Low
9036-CSKBW,One year,Bank transfer (automatic),51,Fiber optic,Yes,No,107.45,No,0.07,No,Low
5832-TRLPB,One year,Bank transfer (automatic),29,DSL,No,Yes,75.35,No,0.08,No,Low
8590-YFFQO,Two year,Credit card (automatic),70,DSL,Yes,Yes,64.95,No,0.08,No,Low
8659-IOOPU,Two year,Electronic check,71,Fiber optic,Yes,Yes,100.45,No,0.06,No,Low
1338-CECEE,One year,Bank transfer (automatic),41,DSL,No,No,68.5,No,0.02,No,Low
7439-DKZTW,Month-to-month,Electronic check,1,Fiber optic,No,No,80.55,No,0.35,No,Medium
4646-QZXTF,Month-to-month,Bank transfer (automatic),7,DSL,Yes,Yes,81.25,No,0.1,No,Low
4607-CHPCA,One year,Electronic check,25,Fiber optic,No,No,90.4,Yes,0.71,Yes,High
9742-XOKTS,One year,Electronic check,67,Fiber optic,Yes,Yes,89.55,No,0.04,No,Low
6921-OZMFH,Month-to-month,Mailed check,5,DSL,No,Yes,55.7,No,0.16,No,Low
9578-FOMUK,Month-to-month,Electronic check,15,No,No internet service,No internet service,24.8,No,0.08,No,Low
4712-UYOOI,Month-to-month,Electronic check,20,No,No internet service,No internet service,20.0,No,0.03,No,Low
8824-RWFXJ,Month-to-month,Mailed check,3,DSL,No,No,56.15,Yes,0.91,Yes,Critical
7722-CVFXN,One year,Electronic check,54,Fiber optic,No,Yes,105.2,No,0.15,No,Low
8717-VCTXJ,One year,Mailed check,42,No,No internet service,No internet service,19.55,No,0.0,No,Low
7363-QTBIW,Month-to-month,Electronic check,9,Fiber optic,No,No,79.75,No,0.74,Yes,High
4159-NAAIX,Two year,Bank transfer (automatic),63,Fiber optic,No,No,97.45,No,0.05,No,Low
0971-QIFJK,Two year,Bank transfer (automatic),69,No,No internet service,No internet service,24.25,No,0.0,No,Low
9397-TZSHA,Two year,Credit card (automatic),69,No,No internet service,No internet service,24.6,No,0.01,No,Low
3391-JSQEW,Month-to-month,Mailed check,40,DSL,No,No,50.15,No,0.1,No,Low
0343-QLUZP,Two year,Bank transfer (automatic),60,DSL,Yes,No,39.6,No,0.0,No,Low
9763-PDTKK,Month-to-month,Bank transfer (automatic),4,Fiber optic,Yes,Yes,94.4,Yes,0.86,Yes,Critical
2176-LVPNX,Two year,Mailed check,71,DSL,Yes,Yes,89.85,No,0.03,No,Low
7627-JKIAZ,Month-to-month,Credit card (automatic),37,Fiber optic,No,No,78.95,Yes,0.72,Yes,High
3312-UUMZW,Month-to-month,Credit card (automatic),32,Fiber optic,No,No,98.85,No,0.61,Yes,High
1271-UODNO,Two year,Credit card (automatic),39,DSL,No,Yes,53.85,No,0.02,No,Low
8461-EFQYM,One year,Electronic check,38,No,No internet service,No internet service,24.25,No,0.0,No,Low
6900-RBKER,Two year,Credit card (automatic),52,Fiber optic,No,No,89.45,No,0.08,No,Low
6891-JPYFF,Month-to-month,Credit card (automatic),48,Fiber optic,Yes,No,105.25,No,0.09,No,Low
1459-QNFQT,Two year,Bank transfer (automatic),70,DSL,Yes,Yes,59.5,No,0.0,No,Low
1047-NNCBF,Month-to-month,Credit card (automatic),20,Fiber optic,No,No,70.55,No,0.11,No,Low
3696-XRIEN,One year,Credit card (automatic),50,DSL,Yes,Yes,82.5,No,0.03,No,Low
4081-DYXAV,One year,Credit card (automatic),19,DSL,No,No,44.85,Yes,0.73,Yes,High
0074-HDKDG,One year,Bank transfer (automatic),25,DSL,Yes,No,61.6,No,0.07,No,Low
8791-GFXLZ,Month-to-month,Bank transfer (automatic),12,DSL,No,No,49.05,No,0.09,No,Low
8111-SLLHI,Month-to-month,Electronic check,39,Fiber optic,No,No,105.65,Yes,0.91,Yes,Critical
0927-LCSMG,Month-to-month,Mailed check,7,Fiber optic,No,No,74.65,Yes,0.71,Yes,High
9330-DHBFL,One year,Mailed check,23,DSL,Yes,Yes,66.25,No,0.07,No,Low
0098-BOWSO,Month-to-month,Electronic check,27,No,No internet service,No internet service,19.4,No,0.02,No,Low
3452-ABWRL,Month-to-month,Credit card (automatic),47,Fiber optic,No,No,86.05,No,0.17,No,Low
5859-HZYLF,Two year,Credit card (automatic),26,No,No internet service,No internet service,19.15,No,0.0,No,Low
8257-RZAHR,Month-to-month,Bank transfer (automatic),14,DSL,Yes,No,64.7,Yes,0.73,Yes,High
5293-WXJAK,Month-to-month,Bank transfer (automatic),11,Fiber optic,No,Yes,104.05,Yes,0.95,Yes,Critical
3156-QLHBO,Month-to-month,Mailed check,2,No,No internet service,No internet service,19.25,No,0.02,No,Low
2208-NQBCT,Month-to-month,Electronic check,26,Fiber optic,Yes,No,81.95,No,0.07,No,Low
1779-PWPMG,Two year,Bank transfer (automatic),72,Fiber optic,Yes,Yes,114.65,No,0.0,No,Low
6621-NRZAK,Two year,Credit card (automatic),63,No,No internet service,No internet service,20.0,No,0.0,No,Low
0831-JNISG,Two year,Mailed check,71,No,No internet service,No internet service,19.8,No,0.0,No,Low
0774-IFUVM,Month-to-month,Bank transfer (automatic),11,DSL,Yes,No,65.15,No,0.11,No,Low
3082-WQRVY,One year,Mailed check,14,No,No internet service,No internet service,19.65,No,0.02,No,Low
9553-DLCLU,Two year,Credit card (automatic),13,DSL,Yes,Yes,88.95,No,0.01,No,Low
1641-BYBTK,Month-to-month,Mailed check,6,No,No internet service,No internet service,20.2,No,0.0,No,Low
2460-NGXBJ,Month-to-month,Credit card (automatic),11,Fiber optic,No,No,75.2,No,0.2,No,Low
2446-ZKVAF,Month-to-month,Credit card (automatic),18,DSL,No,No,56.8,No,0.09,No,Low
0841-NULXI,Month-to-month,Electronic check,1,DSL,No,No,35.55,Yes,0.98,Yes,Critical
3522-CDKHF,Month-to-month,Bank transfer (automatic),32,Fiber optic,Yes,No,75.5,No,0.16,No,Low
1430-SFQSA,One year,Mailed check,29,DSL,Yes,Yes,35.6,No,0.0,No,Low
0411-EZJZE,Month-to-month,Electronic check,3,DSL,No,No,60.25,No,0.23,No,Low
7851-WZEKY,Month-to-month,Electronic check,2,Fiber optic,No,No,95.15,Yes,0.99,Yes,Critical
8844-TONUD,Month-to-month,Mailed check,13,Fiber optic,No,No,96.65,Yes,0.81,Yes,Critical
8807-ARQET,Month-to-month,Electronic check,41,DSL,No,No,40.35,No,0.12,No,Low
8992-CEUEN,Month-to-month,Electronic check,1,No,No internet service,No internet service,18.85,No,0.45,No,Medium
4320-QMLLA,Month-to-month,Mailed check,7,DSL,No,No,54.85,No,0.14,No,Low
8777-PVYGU,One year,Mailed check,52,DSL,Yes,No,64.3,No,0.01,No,Low
8292-ITGYJ,Two year,Bank transfer (automatic),45,No,No internet service,No internet service,24.65,No,0.01,No,Low
6870-ZWMNX,Two year,Credit card (automatic),70,DSL,No,Yes,76.1,No,0.0,No,Low
0621-CXBKL,Two year,Mailed check,53,No,No internet service,No internet service,18.7,No,0.0,No,Low
5268-DSMNQ,One year,Credit card (automatic),62,Fiber optic,No,No,97.95,No,0.03,No,Low
5334-JLAXU,Month-to-month,Credit card (automatic),60,Fiber optic,Yes,No,94.1,No,0.09,No,Low
4086-YQSNZ,Month-to-month,Electronic check,3,Fiber optic,No,No,80.4,Yes,0.83,Yes,Critical
6242-MBHPK,Month-to-month,Electronic check,23,Fiber optic,Yes,No,95.1,No,0.14,No,Low
5868-CZJDR,Month-to-month,Mailed check,1,DSL,No,No,31.35,Yes,0.76,Yes,Critical
9359-UGBTK,One year,Bank transfer (automatic),67,DSL,Yes,Yes,72.35,No,0.07,No,Low
0135-NMXAP,Month-to-month,Bank transfer (automatic),12,Fiber optic,No,No,89.75,Yes,0.81,Yes,Critical
4782-OSFXZ,Two year,Bank transfer (automatic),71,DSL,Yes,Yes,82.7,No,0.01,No,Low
6479-OAUSD,One year,Credit card (automatic),25,No,No internet service,No internet service,19.9,No,0.0,No,Low
7129-ACFOG,Month-to-month,Electronic check,5,DSL,Yes,No,53.8,No,0.15,No,Low
4189-NAKJS,One year,Credit card (automatic),26,DSL,No,No,51.55,No,0.09,No,Low
5562-BETPV,One year,Mailed check,1,No,No internet service,No internet service,19.65,No,0.03,No,Low
1282-IHQAC,One year,Credit card (automatic),70,DSL,No,No,44.05,No,0.05,No,Low
9127-FHJBZ,Two year,Electronic check,72,Fiber optic,Yes,Yes,114.0,No,0.02,No,Low
6270-OMFIW,One year,Electronic check,60,Fiber optic,No,No,94.4,Yes,0.24,No,Low
1641-RQDAY,Month-to-month,Electronic check,32,Fiber optic,No,No,100.4,No,0.15,No,Low
0107-WESLM,Month-to-month,Electronic check,1,No,No internet service,No internet service,19.85,Yes,0.84,Yes,Critical
6994-ORCWG,One year,Mailed check,14,DSL,No,No,54.25,No,0.1,No,Low
1346-UFHAX,Month-to-month,Credit card (automatic),13,Fiber optic,Yes,No,80.0,No,0.28,No,Low
3992-YWPKO,Month-to-month,Credit card (automatic),6,Fiber optic,No,Yes,109.9,Yes,0.87,Yes,Critical
2933-XEUJM,Two year,Mailed check,46,DSL,Yes,No,79.2,No,0.0,No,Low
0125-LZQXK,Month-to-month,Electronic check,15,Fiber optic,No,Yes,101.35,Yes,0.69,Yes,High
5461-QKNTN,Month-to-month,Electronic check,43,Fiber optic,No,Yes,94.3,No,0.46,No,Medium
4835-YSJMR,Two year,Bank transfer (automatic),39,DSL,No,Yes,49.8,No,0.02,No,Low
8399-YNDCH,Month-to-month,Bank transfer (automatic),21,DSL,No,No,60.05,Yes,0.64,Yes,High
3164-YAXFY,Month-to-month,Electronic check,57,DSL,Yes,No,53.75,No,0.07,No,Low
0887-WBJVH,One year,Electronic check,53,Fiber optic,No,Yes,93.45,No,0.02,No,Low
4660-IRIBM,Month-to-month,Mailed check,18,Fiber optic,Yes,No,87.9,No,0.47,No,Medium
5673-FSSMF,Month-to-month,Electronic check,1,DSL,No,No,60.15,Yes,0.86,Yes,Critical
7670-ZBPOQ,One year,Bank transfer (automatic),58,DSL,Yes,Yes,61.05,No,0.01,No,Low
8089-UZWLX,Two year,Bank transfer (automatic),71,Fiber optic,No,No,104.05,No,0.19,No,Low
0080-OROZO,One year,Electronic check,35,Fiber optic,No,Yes,99.25,No,0.18,No,Low
3916-NRPAP,Month-to-month,Credit card (automatic),3,Fiber optic,No,No,85.7,No,0.14,No,Low
6807-SIWJI,One year,Electronic check,38,Fiber optic,Yes,No,104.85,No,0.09,No,Low
8221-HVAYI,Two year,Credit card (automatic),35,DSL,Yes,Yes,69.15,No,0.0,No,Low
1579-KLYDT,Month-to-month,Electronic check,7,Fiber optic,No,No,90.45,Yes,0.94,Yes,Critical
5232-NXPAY,Two year,Mailed check,47,DSL,No,Yes,74.45,No,0.03,No,Low
8967-SZQAS,Month-to-month,Electronic check,14,DSL,No,No,50.45,No,0.03,No,Low
4468-KAZHE,Month-to-month,Electronic check,20,DSL,No,No,60.0,No,0.08,No,Low
0455-ENTCR,Two year,Electronic check,66,DSL,Yes,Yes,85.25,No,0.03,No,Low
8944-AILEF,Month-to-month,Credit card (automatic),15,No,No internet service,No internet service,19.45,No,0.08,No,Low
5542-NKVRU,Two year,Bank transfer (automatic),42,No,No internet service,No internet service,20.75,No,0.0,No,Low
7126-RBHSD,Month-to-month,Electronic check,17,Fiber optic,Yes,No,78.9,No,0.22,No,Low
5370-IIVVL,One year,Credit card (automatic),37,Fiber optic,No,Yes,104.5,No,0.1,No,Low
6789-HJBWG,Month-to-month,Electronic check,12,DSL,No,No,49.4,No,0.06,No,Low
3927-NLNRY,One year,Bank transfer (automatic),53,Fiber optic,No,No,94.25,Yes,0.73,Yes,High
9087-EYCPR,Two year,Mailed check,60,No,No internet service,No internet service,25.0,No,0.01,No,Low
6791-YBNAK,Month-to-month,Credit card (automatic),18,DSL,No,No,25.55,No,0.06,No,Low
6358-LYNGM,Month-to-month,Electronic check,1,Fiber optic,No,No,74.9,Yes,0.85,Yes,Critical
6077-BDPXA,Month-to-month,Electronic check,3,Fiber optic,No,No,70.15,No,0.24,No,Low
0013-MHZWF,Month-to-month,Credit card (automatic),9,DSL,No,Yes,69.4,No,0.47,No,Medium
5494-HECPR,Month-to-month,Electronic check,1,Fiber optic,No,No,80.25,Yes,0.96,Yes,Critical
8268-YDIXR,One year,Electronic check,56,Fiber optic,Yes,No,93.15,No,0.05,No,Low
9824-BEMCV,Month-to-month,Electronic check,17,Fiber optic,No,No,69.0,Yes,0.86,Yes,Critical
1373-ORVIZ,Month-to-month,Electronic check,11,DSL,No,Yes,66.35,Yes,0.73,Yes,High
4291-SHSBH,Month-to-month,Electronic check,7,Fiber optic,No,No,69.55,No,0.21,No,Low
6980-IMXXE,Two year,Bank transfer (automatic),69,No,No internet service,No internet service,20.2,No,0.0,No,Low
9866-QEVEE,Month-to-month,Bank transfer (automatic),19,Fiber optic,No,No,86.0,Yes,0.47,No,Medium
9897-KXHCM,Month-to-month,Electronic check,3,Fiber optic,No,No,80.3,Yes,0.84,Yes,Critical
0040-HALCW,Two year,Credit card (automatic),54,No,No internet service,No internet service,20.4,No,0.01,No,Low
0784-GTUUK,One year,Credit card (automatic),62,No,No internet service,No internet service,23.75,No,0.0,No,Low
7979-CORPM,Month-to-month,Credit card (automatic),24,Fiber optic,No,No,90.55,Yes,0.82,Yes,Critical
2294-DMMUS,Month-to-month,Credit card (automatic),62,DSL,No,No,70.45,No,0.18,No,Low
0872-JCPIB,Month-to-month,Bank transfer (automatic),17,DSL,Yes,No,65.75,No,0.09,No,Low
3055-MJDSB,Month-to-month,Mailed check,9,DSL,No,No,24.6,No,0.15,No,Low
9091-WTUUY,Two year,Mailed check,64,DSL,Yes,Yes,69.25,No,0.0,No,Low
1618-CFHME,Month-to-month,Electronic check,2,Fiber optic,No,No,75.9,Yes,0.93,Yes,Critical
3165-HDOEW,Month-to-month,Mailed check,1,DSL,No,No,45.85,Yes,0.92,Yes,Critical
6581-NQCBA,Month-to-month,Electronic check,16,DSL,No,Yes,49.95,Yes,0.74,Yes,High
7115-IRDHS,Two year,Bank transfer (automatic),72,No,No internet service,No internet service,24.65,No,0.0,No,Low
8496-DMZUK,One year,Bank transfer (automatic),30,Fiber optic,Yes,No,90.4,No,0.02,No,Low
2040-VZIKE,Month-to-month,Mailed check,49,Fiber optic,Yes,No,100.85,No,0.06,No,Low
9068-VPWQQ,Two year,Credit card (automatic),61,DSL,Yes,Yes,75.35,No,0.01,No,Low
0178-SZBHO,Month-to-month,Electronic check,47,Fiber optic,No,No,87.2,No,0.12,No,Low
0384-RVBPI,Month-to-month,Credit card (automatic),20,DSL,Yes,No,64.4,No,0.05,No,Low
1689-MRZQR,Month-to-month,Electronic check,34,Fiber optic,No,No,78.3,Yes,0.7,Yes,High
1299-AURJA,Two year,Bank transfer (automatic),70,No,No internet service,No internet service,24.7,No,0.0,No,Low
4525-VZCZG,One year,Electronic check,54,Fiber optic,Yes,Yes,105.85,No,0.09,No,Low
1543-LLLFT,One year,Mailed check,61,Fiber optic,No,Yes,98.3,No,0.04,No,Low
5835-BEQEU,Month-to-month,Electronic check,3,Fiber optic,No,No,76.95,Yes,0.99,Yes,Critical
2788-CJQAQ,One year,Mailed check,13,No,No internet service,No internet service,19.45,No,0.0,No,Low
5565-FILXA,Month-to-month,Electronic check,16,Fiber optic,No,No,96.15,Yes,0.89,Yes,Critical
0319-QZTCO,Month-to-month,Credit card (automatic),3,DSL,No,No,58.7,No,0.15,No,Low
2120-SMPEX,Month-to-month,Mailed check,25,No,No internet service,No internet service,20.15,No,0.07,No,Low
0096-FCPUF,Month-to-month,Mailed check,30,DSL,Yes,No,64.5,No,0.04,No,Low
0668-OGMHD,Month-to-month,Electronic check,21,DSL,Yes,No,28.5,No,0.28,No,Low
5552-ZNFSJ,Month-to-month,Electronic check,1,DSL,No,No,45.3,Yes,0.99,Yes,Critical
2223-KAGMX,Month-to-month,Bank transfer (automatic),15,No,No internet service,No internet service,19.4,Yes,0.75,Yes,Critical
6507-ZJSUR,Month-to-month,Electronic check,23,Fiber optic,No,No,90.45,No,0.59,Yes,High
9408-HRXRK,Month-to-month,Electronic check,45,Fiber optic,Yes,No,105.15,No,0.02,No,Low
5593-SUAOO,One year,Bank transfer (automatic),24,Fiber optic,No,No,83.15,No,0.03,No,Low
7321-PKUYW,Month-to-month,Electronic check,11,Fiber optic,No,Yes,90.15,Yes,0.77,Yes,Critical
2833-SLKDQ,Month-to-month,Mailed check,1,DSL,No,No,45.05,Yes,0.66,Yes,High
6766-HFKLA,Two year,Bank transfer (automatic),56,Fiber optic,No,Yes,103.2,No,0.06,No,Low
7595-EUIVN,Month-to-month,Electronic check,1,Fiber optic,No,No,75.8,Yes,0.77,Yes,Critical
7617-EYGLW,Month-to-month,Electronic check,1,No,No internet service,No internet service,19.45,No,0.15,No,Low
2026-TGDHM,Month-to-month,Electronic check,7,Fiber optic,No,No,79.3,Yes,1.0,Yes,Critical
9220-ZNKJI,Two year,Credit card (automatic),55,Fiber optic,No,Yes,88.8,No,0.09,No,Low
4030-VPZBD,Month-to-month,Electronic check,2,DSL,No,Yes,30.9,Yes,0.88,Yes,Critical
2226-ICFDO,Two year,Credit card (automatic),72,DSL,Yes,Yes,85.9,No,0.0,No,Low
0723-VSOBE,One year,Electronic check,45,DSL,No,No,34.2,No,0.14,No,Low
5529-GIBVH,Two year,Mailed check,47,No,No internet service,No internet service,20.15,No,0.0,No,Low
4187-CINZD,One year,Credit card (automatic),46,Fiber optic,No,No,95.25,Yes,0.71,Yes,High
9992-UJOEL,Month-to-month,Mailed check,2,DSL,No,No,50.3,No,0.49,No,Medium
4741-WWJQZ,Month-to-month,Electronic check,2,Fiber optic,Yes,Yes,80.15,No,0.29,No,Low
6625-UTXEW,Month-to-month,Electronic check,12,DSL,No,No,51.25,No,0.03,No,Low
6818-WOBHJ,Month-to-month,Bank transfer (automatic),68,Fiber optic,No,No,89.6,Yes,0.8,Yes,Critical
6244-BESBM,Two year,Credit card (automatic),69,Fiber optic,No,Yes,95.2,No,0.07,No,Low
1004-NOZNR,One year,Credit card (automatic),56,Fiber optic,Yes,No,94.8,No,0.1,No,Low
1251-STYSZ,Month-to-month,Electronic check,4,Fiber optic,Yes,No,80.25,No,0.12,No,Low
2612-PHGOX,Two year,Bank transfer (automatic),64,DSL,No,Yes,76.1,No,0.02,No,Low
2408-TZMJL,One year,Electronic check,59,Fiber optic,Yes,No,110.15,Yes,0.65,Yes,High
8480-PPONV,Two year,Bank transfer (automatic),62,Fiber optic,Yes,Yes,115.55,No,0.06,No,Low
8780-IHCRN,Two year,Credit card (automatic),63,No,No internet service,No internet service,24.65,No,0.0,No,Low
4598-ZADCK,One year,Electronic check,53,DSL,Yes,Yes,53.6,No,0.04,No,Low
1257-SXUXQ,Month-to-month,Mailed check,5,No,No internet service,No internet service,19.45,No,0.03,No,Low
9681-KYGYB,Month-to-month,Electronic check,49,Fiber optic,Yes,No,88.2,No,0.13,No,Low
7182-OVLBJ,Two year,Bank transfer (automatic),62,Fiber optic,Yes,No,101.15,No,0.03,No,Low
5095-ETBRJ,Two year,Mailed check,55,DSL,Yes,Yes,56.8,No,0.02,No,Low
7005-CYUIL,Two year,Electronic check,71,Fiber optic,Yes,Yes,99.4,No,0.02,No,Low
4821-WQOYN,Two year,Credit card (automatic),72,No,No internet service,No internet service,20.1,No,0.0,No,Low
4730-AWNAU,One year,Credit card (automatic),36,DSL,Yes,Yes,60.7,No,0.02,No,Low
3452-FLHYD,One year,Bank transfer (automatic),25,No,No internet service,No internet service,20.95,No,0.0,No,Low
2388-LAESQ,Two year,Bank transfer (automatic),72,Fiber optic,Yes,Yes,114.85,No,0.0,No,Low
9531-NSBMR,One year,Bank transfer (automatic),36,No,No internet service,No internet service,19.25,No,0.02,No,Low
6260-ONULR,Month-to-month,Mailed check,1,DSL,No,No,62.8,No,0.26,No,Low
4389-UEFCZ,Two year,Electronic check,72,Fiber optic,Yes,No,105.5,No,0.02,No,Low
8711-LOBKY,Two year,Mailed check,59,No,No internet service,No internet service,19.85,No,0.01,No,Low
9134-CEQMF,Month-to-month,Electronic check,7,Fiber optic,No,No,89.5,Yes,0.78,Yes,Critical
8985-OOPOS,One year,Credit card (automatic),1,DSL,No,Yes,74.1,No,0.3,No,Medium
